time,value
0.0,-0.9000000000000001
0.05008347245409015,-0.9205769705665285
0.1001669449081803,-0.9359716320066187
0.15025041736227046,-0.8719813333857788
0.2003338898163606,-0.7623800906690213
0.25041736227045075,-0.6785072237146352
0.3005008347245409,-0.6099823467119762
0.35058430717863104,-0.5338825285945681
0.4006677796327212,-0.45449637732614445
0.4507512520868114,-0.38025798983011716
0.5008347245409015,-0.3104885933005691
0.5509181969949917,-0.24307907375846483
0.6010016694490818,-0.17890325961459128
0.651085141903172,-0.11925198977103645
0.7011686143572621,-0.06435688489887043
0.7512520868113522,-0.014241822364757715
0.8013355592654424,0.030788919135123768
0.8514190317195326,0.07043692234685389
0.9015025041736228,0.1045749535367852
0.9515859766277128,0.13315248501438198
1.001669449081803,0.15614179868047456
1.0517529215358932,0.17356888270736237
1.1018363939899833,0.18553119217302383
1.1519198664440735,0.19218522328146917
1.2020033388981637,0.19373900612368622
1.2520868113522539,0.19045264959821584
1.302170283806344,0.18263795997314244
1.352253756260434,0.1706533036403525
1.4023372287145242,0.15489968760116746
1.4524207011686143,0.13581631575969363
1.5025041736227045,0.11387686378017278
1.5525876460767947,0.08958380267147978
1.6026711185308848,0.06346383908367602
1.652754590984975,0.03606188104353335
1.7028380634390652,0.007936231531682393
1.7529215358931554,-0.02034783699875522
1.8030050083472455,-0.04822306600599989
1.8530884808013357,-0.0751267419287656
1.9031719532554257,-0.10050560278622445
1.9532554257095158,-0.12382228908098875
2.003338898163606,-0.14455997986071284
2.0534223706176964,-0.1622285479772186
2.1035058430717863,-0.17636872052325522
2.1535893155258763,-0.18655774634221273
2.2036727879799667,-0.1924128978923028
2.2537562604340566,-0.193596473989662
2.303839732888147,-0.18981848017871264
2.353923205342237,-0.180840816139342
2.4040066777963274,-0.16647900044321984
2.4540901502504173,-0.14660542219260456
2.5041736227045077,-0.12115000872745843
2.5542570951585977,-0.09010245605698244
2.604340567612688,-0.053511774777202585
2.654424040066778,-0.011487451711462069
2.704507512520868,0.03580215173255169
2.7545909849749584,0.08812971468120237
2.8046744574290483,0.1452116917697292
2.8547579298831387,0.20670927310635342
2.9048414023372287,0.2722321987919879
2.954924874791319,0.3413406930656029
3.005008347245409,0.4135502668578987
3.0550918196994994,0.48833451922389404
3.1051752921535893,0.5651308018794743
3.1552587646076797,0.6433437486092338
3.2053422370617697,0.722351645607677
3.2554257095158596,0.8015105221033023
3.30550918196995,0.8801610456873112
3.35559265442404,0.9576329858996655
3.4056761268781304,1.033252435457027
3.4557595993322203,1.10634644377336
3.5058430717863107,1.1762503537490192
3.5559265442404007,1.2423123946783612
3.606010016694491,1.3039009204376384
3.656093489148581,1.3604087512385894
3.7061769616026714,1.4112601027942704
3.7562604340567614,1.4559144739165086
3.8063439065108513,1.4938730674175844
3.8564273789649417,1.5246820353587283
3.9065108514190316,1.547938210668607
3.956594323873122,1.5632915434094043
4.006677796327212,1.5704499867171635
4.056761268781302,1.5691809850007132
4.106844741235393,1.5593153879630104
4.156928213689483,1.5407478842127138
4.207011686143573,1.513439851742233
4.257095158597663,1.4774186668598326
4.307178631051753,1.4327794373526594
4.357262103505843,1.3796831556492246
4.407345575959933,1.3183573006425655
4.457429048414023,1.2490928441869984
4.507512520868113,1.172243747788737
4.557595993322204,1.0882228715027098
4.607679465776294,0.9975004309882751
4.657762938230384,0.9005988961851765
4.707846410684474,0.7980905111873469
4.757929883138565,0.6905913053831377
4.808013355592655,0.5787578119090749
4.858096828046745,0.46328034498682624
4.908180300500835,0.34487908119997834
