time,value
0.0,0.9
0.05008347245409015,0.7436351282218435
0.1001669449081803,0.9799980358844572
0.15025041736227046,0.8093757798780432
0.2003338898163606,1.031128121693354
0.25041736227045075,0.8466564002063398
0.3005008347245409,1.0540564337774085
0.35058430717863104,0.8566278807967657
0.4006677796327212,1.050403598840571
0.4507512520868114,0.8413597165430239
0.5008347245409015,1.022665332944993
0.5509181969949917,0.8037449429261304
0.6010016694490818,0.9741025705052347
0.651085141903172,0.7473764838308923
0.7011686143572621,0.9086051770529817
0.7512520868113522,0.6763994902710531
0.8013355592654424,0.8305342715389104
0.8514190317195326,0.595345096015266
0.9015025041736228,0.7445489356725344
0.9515859766277128,0.5089516672820542
1.001669449081803,0.6554236326407141
1.0517529215358932,0.4219800573456682
1.1018363939899833,0.5678629762154983
1.1519198664440735,0.33902957774835074
1.2020033388981637,0.4863205725382215
1.2520868113522539,0.2643613588180223
1.302170283806344,0.4148284979753063
1.352253756260434,0.20173549485023046
1.4023372287145242,0.3568435831555226
1.4524207011686143,0.15426786361804268
1.5025041736227045,0.3151160597328677
1.5525876460767947,0.12431179393772568
1.6026711185308848,0.2915853145265959
1.652754590984975,0.11336885443666424
1.7028380634390652,0.28730651447932865
1.7529215358931554,0.1220319836078192
1.8030050083472455,0.30241075037919796
1.8530884808013357,0.14996301328192202
1.9031719532554257,0.336100137323718
1.9532554257095158,0.1959053964817823
2.003338898163606,0.38667804863329114
2.0534223706176964,0.25773168052469037
2.1035058430717863,0.4516133923487219
2.1535893155258763,0.33252401252022395
2.2036727879799667,0.5276366107907744
2.2537562604340566,0.4166847718004327
2.303839732888147,0.6108639377579688
2.353923205342237,0.506073334871637
2.4040066777963274,0.6969454256843528
2.4540901502504173,0.596164032059234
2.5041736227045077,0.7812313929651209
2.5542570951585977,0.6822195849233672
2.604340567612688,0.8589512704816328
2.654424040066778,0.7594737472774069
2.704507512520868,0.9253983701202203
2.7545909849749584,0.8233165305108122
2.8046744574290483,0.9761138731364704
2.8547579298831387,0.8694752881977942
2.9048414023372287,1.0070633506920819
2.954924874791319,0.894185069544541
3.005008347245409,1.0147993823879342
3.0550918196994994,0.8943420214189417
3.1051752921535893,0.9966043222321418
3.1552587646076797,0.8676342114610472
3.2053422370617697,0.9506079581180392
3.2554257095158596,0.8126450391074365
3.30550918196995,0.8758756958650225
3.35559265442404,0.7289253691177837
3.4056761268781304,0.772463940804316
3.4557595993322203,0.617031629029138
3.5058430717863107,0.6414405117904076
3.5559265442404007,0.4785283185841914
3.606010016694491,0.48486916312363293
3.656093489148581,0.315954642725354
3.7061769616026714,0.3057585651058054
3.7562604340567614,0.13275625531774302
3.8063439065108513,0.10797735849683218
3.8564273789649417,-0.06681565698013066
3.9065108514190316,-0.10386189296274342
3.956594323873122,-0.2778345565134256
4.006677796327212,-0.32454591754484996
4.056761268781302,-0.49485356206886355
4.106844741235393,-0.5484262115199822
4.156928213689483,-0.7120799522320259
4.207011686143573,-0.7696010702678725
4.257095158597663,-0.9235631330829652
4.307178631051753,-0.9821078705413345
4.357262103505843,-1.123389549650349
4.407345575959933,-1.1801189243956793
4.457429048414023,-1.3058777618808028
4.507512520868113,-1.3581340858141984
4.557595993322204,-1.4657668868496165
4.607679465776294,-1.511163392681657
4.657762938230384,-1.5983918303378297
4.707846410684474,-1.634893365992141
4.757929883138565,-1.6998391849843375
4.808013355592655,-1.7258311531032622
4.858096828046745,-1.767078342992085
4.908180300500835,-1.781421472524576
4.958263772954925,-1.7980632351251482
5.008347245409015,-1.8001322669156716
5.058430717863105,-1.791801133934541
5.108514190317195,-1.7815060650828802
5.158597662771285,-1.7483861114756283
5.208681135225376,-1.7261752540800699
5.258764607679466,-1.6689959794372344
5.308848080133556,-1.6358407265358692
5.358931552587646,-1.5558528187663516
5.409015025041736,-1.5132146512896891
5.459098497495827,-1.4121484812427634
5.509181969949917,-1.3619293718853966
5.559265442404007,-1.2419376718742927
5.609348914858097,-1.1864156229552874
5.6594323873121875,-1.0500023550168633
5.709515859766277,-0.9917543270529084
5.759599332220367,-0.8416922286314055
5.809682804674457,-0.7835071561029813
5.859766277128548,-0.6227468446317092
5.909849749582638,-0.5675317797266825
5.959933222036728,-0.39910558937990104
6.010016694490818,-0.3497882511858308
6.060100166944908,-0.17671215458263304
6.110183639398999,-0.13614328192629901
6.160267111853089,0.03867968952291547
6.210350584307179,0.06782078285077295
6.260434056761269,0.24169226606010213
6.3105175292153595,0.2569856545639679
6.360601001669449,0.42749565377313814
6.410684474123539,0.42685923831629824
6.460767946577629,0.591958910850863
6.510851419031719,0.5737146307207708
6.56093489148581,0.7317756666039902
6.6110183639399,0.6947012228558206
6.66110183639399,0.8445598053701467
6.71118530884808,0.7879241503993135
6.761268781302171,0.9289080354003982
6.811352253756261,0.8524894625401618
6.861435726210351,0.9844273161310146
6.911519198664441,0.8885136024965992
6.961602671118531,1.0117263681732465
7.011686143572621,0.897097061949581
7.061769616026711,1.0123717670760972
7.111853088480801,0.8802633442978183
7.161936560934891,0.9888103790583807
7.212020033388982,0.8408656021313906
7.262103505843072,0.9442610897956515
7.312186978297162,0.782464458992749
7.362270450751252,0.882579863614781
7.412353923205343,0.7091815436954382
7.462437395659433,0.8081031115338595
7.512520868113523,0.6255341210711957
7.562604340567613,0.7254751090955288
7.612687813021703,0.5362568656663023
7.6627712854757934,0.6394657618536813
7.712854757929883,0.44611727114213073
